city,state,latitude,longitude
St. Cloud,MN,45.5583,-94.1631
St. Croix Falls,WI,45.408,-92.6394
St. Francis,MN,45.3622,-93.3005
St. Joseph,IL,40.1114,-88.0045
St. Louis,IL,38.627,-90.15
St. Louis,MO,38.627,-90.1994
St. Louis Park,MN,44.9458,-93.3605
"St. Louis, Mo.",MO,38.627,-90.1994
St. Paul,MN,44.9537,-93.09
St. Petersburg,FL,27.7676,-82.6403
St. Thomas,VI,18.3417,-64.9333
Stafford,VA,38.4251,-77.4058
Stamford,CT,41.0534,-73.5387
Stanley,NC,35.356,-81.1006
Stanley,ND,48.3097,-102.3996
Starksboro,VT,44.2256,-73.0076
Staten Island,NY,40.579,-74.1502
Statesville,NC,35.7829,-80.8895
Steamboat Springs,CO,40.4844,-106.8317
Stehekin,WA,48.3107,-120.7937
Sterling,KS,38.2097,-98.204
Sterling,VA,39.0068,-77.4286
Stevens,PA,40.2459,-76.1555
Stevens Point,WI,44.5236,-89.5701
Stevensons Ranch,CA,34.4097,-118.5806
Stillwater,MN,45.0569,-92.8205
Stillwater,OK,36.1153,-97.0585
Stockbridge,GA,33.5415,-84.2327
Stockton,CA,37.9577,-121.2908
Stockton Springs,ME,44.4712,-68.8059
Stoneham,MA,42.4815,-71.1006
Stoughton,MA,42.1284,-71.1006
Stowe,VT,44.4656,-72.6876
Strafford,PA,40.0498,-75.4099
Stratford,CT,41.1834,-73.1337
Strawberry,CA,38.1835,-120.0999
Stuart,FL,27.1975,-80.252
Studio City,CA,34.1467,-118.3939
Sturgis,SD,44.4094,-103.5094
Sudbury,MA,42.3945,-71.4045
Sugar Land,TX,29.6194,-95.6311
Suisun,CA,38.2297,-122.0408
Summerville,GA,34.4747,-85.3508
Summit,NJ,40.714,-74.359
Sun Prairie,WI,43.1819,-89.2275
Sun Valley,ID,43.6808,-114.315
Sunbury,OH,40.25,-82.9
Suncoast,FL,27.3364,-82.5307
Sundance,UT,40.3958,-111.5869
Superior,WI,46.7208,-92.0972
Surprise,AZ,33.6308,-112.3483
Sutter,CA,39.1725,-121.81
Suwanee,GA,34.05,-84.07
Swisher,IA,41.85,-91.68
Syosset,NY,40.82,-73.5
Syracuse,NY,43.0481,-76.1474
Syracuse,UT,41.0792,-112.0625
Tacoma,WA,47.2529,-122.4443
Tahoe City,CA,39.1625,-120.1425
Tallahassee,FL,30.4383,-84.2807
Tampa,FL,27.9642,-82.4584
"Tampa, Fla.",FL,27.9642,-82.4584
Tarzana,CA,34.17,-118.56
Taylor,TX,30.56,-97.4
Tekoa,WA,47.22,-117.06
Telluride,CO,37.9375,-107.8125
Temecula,CA,33.4939,-117.1481
Tempe,AZ,33.4152,-111.8915
Tequesta,FL,26.9539,-80.1089
Terre Haute,IN,39.4667,-87.4139
Texarkana,TX,33.4264,-94.0472
The Colony,TX,33.0853,-96.8897
The Woodlands,TX,30.1658,-95.461
Thornton,CO,39.9011,-104.9736
Thorofare,NJ,39.8501,-75.2199
Thousand Oaks,CA,34.1705,-118.8376
"Thousand Oaks, Calif.",CA,34.1705,-118.8376
Tiffin,OH,41.1167,-83.1833
Toledo,OH,41.6639,-83.5556
Tolland,CT,41.859,-72.3709
Tomball,TX,30.0972,-95.6294
Toms River,NJ,39.9537,-74.2085
Tontogany,OH,41.4556,-83.7
Topanga,CA,34.0917,-118.6042
Topeka,KS,39.0472,-95.6783
Topsfield,MA,42.6462,-70.9495
Topton,PA,40.4904,-75.7602
Torrance,CA,33.8358,-118.34
Towson,MD,39.3986,-76.6019
Trenton,NJ,40.2237,-74.7641
Trenton,OH,39.5506,-84.4394
Trophy Club,TX,33.0031,-97.2003
Trout Lake,WA,45.9833,-121.5333
Truckee,CA,39.3272,-120.1831
Tucson,AZ,32.2217,-110.9265
Tulsa,OK,36.154,-95.9928
"Tulsa, Okla.",OK,36.154,-95.9928
Tuscaloosa,AL,33.2098,-87.5692
Tustin,CA,33.7489,-117.8217
Twin Falls,ID,42.5535,-114.4606
Union City,CA,37.5944,-122.0327
Uniondale,NY,40.7065,-73.5965
Uniontown,PA,39.9012,-79.6253
University Heights,OH,41.5034,-81.5204
University Place,WA,47.2009,-122.5601
Upland,CA,34.0972,-117.6489
Upper Arlington,OH,40.0195,-83.0505
Upper Montclair,NJ,40.8309,-74.2096
Urbandale,IA,41.6308,-93.7027
Vacaville,CA,38.3568,-121.9877
Vadnais Heights,MN,45.0686,-93.0677
Vail,CO,39.6403,-106.3742
Valdosta,GA,30.8335,-83.2788
Valencia,CA,34.4279,-118.5587
Vallejo,CA,38.1041,-122.2569
Valley Center,CA,33.2492,-117.0308
Valley Stream,NY,40.6593,-73.7076
Valparaiso,IN,41.4745,-87.0595
Vance,SC,33.3668,-80.3709
Vancouver,WA,45.6387,-122.6615
Vashon Island,WA,47.4479,-122.4607
Ventura,CA,34.2792,-119.2945
Vermontville,NY,44.4092,-74.0882
Verona,WI,42.9922,-89.5201
Vestavia Hills,AK,33.4401,-86.7875
Victorville,CA,34.5361,-117.2917
Vidalia,GA,32.2088,-82.4135
Vienna,VA,38.9012,-77.2653
Villa Park,CA,33.8125,-117.8189
Virginia Beach,VA,36.8529,-75.9780
Visalia,CA,36.3308,-119.2929
Vista,CA,33.2003,-117.2420
Voorhees,NJ,39.8554,-74.9607
Waco,TX,31.5493,-97.1467
Wadsworth,OH,41.0256,-81.7376
Wahiawa,HI,21.5022,-158.0236
"Wahiawa, Oahu",HI,21.5022,-158.0236
Waipahu,HI,21.3869,-158.0086
Waitsfield,VT,44.1945,-72.8226
Wake Forest,NC,35.9793,-78.5108
Waldorf,MD,38.6462,-76.9094
Walkerton,IN,41.4489,-86.4172
Walla Walla,WA,46.0646,-118.3438
Wallingford,PA,39.9076,-75.4013
Walnut Creek,CA,37.9068,-122.0657
Waltham,MA,42.3765,-71.2356
Walton,KY,38.8070,-84.6063
Warner,OK,35.4806,-95.3572
Warren,IL,42.5050,-89.9954
Warren,MI,42.4920,-83.0249
Warren,VT,44.0995,-72.9037
Warrington,PA,40.2598,-75.1485
Warroad,MN,48.9080,-95.3094
Waseca,MN,44.0772,-93.5827
Washington,DC,38.9072,-77.0369
Washington D.C.,MD,38.9072,-77.0369
"Washington, D.C.",WA,38.9072,-77.0369
Wasilla,AK,61.5828,-149.4397
Waterford,MI,42.6389,-83.3989
Waterford,WI,42.7667,-88.2167
Watertown,MA,42.3722,-71.1828
Watkins Glen,NY,42.3397,-76.8728
Wauconda,IL,42.27,-88.14
Waukegan,IL,42.3639,-87.8447
Wayland,MA,42.3458,-71.3658
Wayne,NJ,40.9228,-74.2689
Weatherford,TX,32.7597,-97.7939
Wellington,FL,26.6567,-80.2667
Wellington,KS,37.26,-97.3889
Wellington,MO,39.0833,-93.9833
Wenatchee,WA,47.4233,-120.31
Wenham,MA,42.59,-70.84
Wesley Chapel,FL,28.1767,-82.3583
West Bend,WI,43.4222,-88.1833
West Bloomfield,MI,42.5667,-83.3833
West Chester,OH,39.3333,-84.4
West Chester,PA,39.9597,-75.6058
West Covina,CA,34.0117,-117.92
West Dover,VT,42.9083,-72.8083
West Grove,PA,39.82,-75.8
West Hollywood,CA,34.09,-118.36
West Lafayette,IN,40.4267,-86.9083
West Monroe,LA,32.5167,-92.15
West Monroe,NY,43.3,-76.0833
West Nyack,NY,41.09,-73.96
West Orange,NJ,40.78,-74.23
West Seneca,NY,42.82,-78.75
"Westampton, NJ",NJ,39.9787,-74.8396
"Westbury, NY",NY,40.7698,-73.5851
"Westfield, IN",IN,40.0403,-86.1364
"Westfield, MA",MA,42.1251,-72.7451
"Westford, VT",VT,44.6295,-73.0037
"Westlake, TX",TX,32.9698,-97.2036
"Westminster, CA",CA,33.7583,-117.9948
"Westminster, CO",CO,39.8972,-105.0397
"Weston, CT",CT,41.2265,-73.3646
"Weston, FL",FL,26.1001,-80.3998
"Weston, MA",MA,42.3698,-71.3256
"Westwoods, CA",CA,34.0637,-118.4473
"Wheaton, IL",IL,41.8667,-88.1084
"White Bear Lake, MN",MN,45.0872,-93.0041
"White Hall, MD",MD,39.6587,-76.5397
"White Lake, MI",MI,42.6645,-83.5652
"White Plains, NY",NY,41.0001,-73.7635
"Whitefish, MT",MT,48.4111,-114.3376
"Whitefish Bay, WI",WI,43.1097,-87.9048
"Whitehouse Station, NJ",NJ,40.6198,-74.7696
"Wichita, KS",KS,37.6872,-97.3300
"Wichita, Kan., KS",KS,37.6872,-97.3300
"Wildwood Crest, NJ",NJ,38.9804,-74.8396
"Williamsburg, VA",VA,37.2707,-76.7075
"Williamson, GA",GA,33.1598,-84.3499
"Williamsville, NY",NY,42.9689,-78.7247
"Willingboro, NJ",NJ,40.0387,-74.8985
"Williston Park, NY",NY,40.7698,-73.6198
"Williston, Fla., NH",NH,29.3908,-82.4076
"Willoughby, Ohio, OH",OH,41.6406,-81.4087
Willowbrook,IL,41.7403,-87.9628
Wilmette,IL,42.0753,-87.7095
Wilmington,DE,39.7459,-75.5466
Wilmington,IL,41.2906,-88.1384
Wilmington,MA,42.5668,-71.1778
Wilmington,NC,34.2257,-77.9447
Wilton,CT,41.1856,-73.4215
Winchester,VA,39.1859,-78.1693
"Windsor, Connecticut",CT,41.8501,-72.6459
Winfield,IL,41.8795,-88.1406
Winhall,VT,43.1934,-72.9065
Winnetka,IL,42.1039,-87.7356
Winona,MN,44.0522,-91.6376
Winston Salem,NC,36.0999,-80.2442
Winter Garden,FL,28.5608,-81.5706
Winter Park,CO,39.8933,-105.7639
Winter Park,FL,28.5997,-81.3578
Winthrop,WA,48.4796,-120.1862
Woburn,MA,42.4834,-71.1528
Woodbury,MN,44.9144,-92.9555
Woodinville,WA,47.7562,-122.1007
Woodland,CA,38.6788,-121.7736
Woodland,UT,40.6033,-111.2388
Woodridge,IL,41.7403,-88.0467
Woodside,CA,37.4241,-122.2575
Woodstock,GA,34.1026,-84.5194
Wooster,AR,35.2473,-92.3557
Wooster,OH,40.8089,-81.9357
Worcester,MA,42.2626,-71.8023
Wrightwood,CA,34.3639,-117.6353
Wyantskill,NY,42.6709,-73.6554
Wylie,TX,33.0137,-96.4805
Yakima,WA,46.6020,-120.5059
Yankton,SD,42.8705,-97.3967
Yardley,PA,40.2407,-74.8396
Yarmouth,ME,43.7901,-70.1889
Yorba Linda,CA,33.8889,-117.7561
Yuba City,CA,39.1405,-121.6230
Yucaipa,CA,34.0336,-117.0464
Zanesfield,OH,40.3806,-83.7027
